round,institute,program,quota,category,opening_rank,closing_rank
Round 3,Future Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,44048,44048
Round 3,Future Institute of Engineering & Management,Computer Science & Engineering (Data Science),All India,Open,15952,34188
Round 3,Heritage Institute of Technology,Computer Science & Engineering (Data Science),All India,Open,3806,5713
Round 3,Narula Institute of Technology,Computer Science & Engineering (Data Science),All India,Open,30107,65005
Round 3,Netaji Subhas Engineering College,Computer Science & Engineering (Data Science),All India,Open,12676,32542
Round 3,Techno International New Town,Computer Science & Engineering (Data Science),All India,Open,22729,22729
Round 3,Haldia Institute of Technology,Computer Science & Engineering (Data Science),All India,Open,5092,9019
Round 3,Abacus Institute of Engineering & Management,Electrical Engineering,All India,Open,804319,804319
Round 3,Haldia Institute of Technology,Electrical Engineering,Home State,SC,59008,102707
Round 3,Govt. College of Engg. & Textile Technology,Electrical Engineering,Home State,OBC - A,33809,37985
Round 3,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,Home State,SC,22444,32681
Round 3,Durgapur Institute of Advanced Technology & Management,Electrical Engineering,All India,Open,55447,55447
Round 3,Hooghly Engineering & Technology College,Electrical Engineering,All India,Open,39457,58659
Round 3,Techno India University,Electrical Engineering,All India,Open,74042,74042
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Electrical Engineering,Home State,SC,28239,35955
Round 3,B.P. Poddar Institute of Management & Technology,Electrical Engineering,All India,Open,506741,506741
Round 3,Calcutta Institute of Engineering & Management,Electrical Engineering,All India,Open,48576,93401
Round 3,Guru Nanak Institute of Technology,Electrical Engineering,All India,Open,83746,83746
Round 3,Narula Institute of Technology,Electrical Engineering,All India,Open,31628,105486
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Electrical Engineering,Home State,OBC - B,21082,25575
Round 3,Techno Main Salt Lake,Electronics And Instrumentation Engineering,All India,Open,22992,40852
Round 3,UNIVERSITY OF KALYANI,Electronics And Instrumentation Engineering,Home State,OBC - A,29276,30157
Round 3,UNIVERSITY OF KALYANI,Electronics And Instrumentation Engineering,Home State,SC,21045,26950
Round 3,Techno Main Salt Lake,Electronics And Instrumentation Engineering,All India,Open,96884,167294
Round 3,UNIVERSITY OF KALYANI,Electronics And Instrumentation Engineering,All India,Open,6005,6975
Round 3,UNIVERSITY OF KALYANI,Electronics And Instrumentation Engineering,Home State,EWS,41052,41052
Round 3,Haldia Institute of Technology,Agricultural Engineering,All India,Open,1199500,1199500
Round 3,Bidhan Chandra Krishi Viswa Vidyalaya,Agricultural Engineering,Home State,OBC - B,11074,12048
Round 3,Jis College of Engineering,Agricultural Engineering,All India,Open,30265,94038
Round 3,Bidhan Chandra Krishi Viswa Vidyalaya,Agricultural Engineering,Home State,OBC - A,18845,32492
Round 3,Bidhan Chandra Krishi Viswa Vidyalaya,Agricultural Engineering,Home State,SC,16192,23535
Round 3,FACULTY OF TECHNOLOGY,Agricultural Engineering,Home State,OBC - B,18736,18736
Round 3,FACULTY OF TECHNOLOGY,Agricultural Engineering,Home State,EWS,30264,30264
Round 3,FACULTY OF TECHNOLOGY,Agricultural Engineering,Home State,Tuition Fee Waiver,18601,18601
Round 3,Jadavpur University,Power Engineering,All India,Open,848,848
Round 3,Jadavpur University,Power Engineering,Home State,SC,5879,7514
Round 3,Jadavpur University,Power Engineering,Home State,Open,995,1420
Round 3,Jadavpur University,Power Engineering,Home State,OBC - B,1607,1692
Round 3,Jadavpur University,Power Engineering,Home State,EWS,1575,1575
Round 3,University Of Calcutta,Jute & Fibre Technology,Home State,OBC - A,55025,62109
Round 3,University Of Calcutta,Jute & Fibre Technology,Home State,EWS,25755,57632
Round 3,University Of Calcutta,Jute & Fibre Technology,Home State,OBC - B,6778,7383
Round 3,University Of Calcutta,Jute & Fibre Technology,Home State,Open,4376,6284
Round 3,University Of Calcutta,Jute & Fibre Technology,All India,Open,2616,3918
Round 3,University Of Calcutta,Jute & Fibre Technology,Home State,SC,16507,26818
Round 3,University Of Calcutta,Optics & Optoelectronics,Home State,SC,13665,14799
Round 3,Cooch Behar Government Engineering College,Civil Engineering,Home State,Tuition Fee Waiver,20653,20653
Round 3,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,Tuition Fee Waiver,18070,18070
Round 3,Jadavpur University,Civil Engineering,Home State,Tuition Fee Waiver,2058,2413
Round 3,Haldia Institute of Technology,Civil Engineering,Home State,Tuition Fee Waiver,34161,34161
Round 3,Govt. College of Engg. & Textile Technology,Textile Technology,Home State,OBC - B,20745,20745
Round 3,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,Open,8415,11642
Round 3,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,EWS,57216,97876
Round 3,Govt. College of Engg. & Textile Technology,Textile Technology,Home State,SC,26568,35182
Round 3,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,OBC - A,35843,47286
Round 3,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,OBC - B,12833,15302
Round 3,Govt. College of Engg. & Textile Technology,Textile Technology,Home State,OBC - A,36047,44618
Round 3,Govt. College of Engg. & Textile Technology,Textile Technology,Home State,Open,15536,20333
Round 3,Cooch Behar Government Engineering College,Civil Engineering,Home State,OBC - A,31448,49260
Round 3,Jadavpur University,Civil Engineering,Home State,SC,8308,8825
Round 3,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,SC,21819,33505
Round 3,Bankura Unnayani Institute of Engineering,Civil Engineering,All India,Open,357673,357673
Round 3,Haldia Institute of Technology,Civil Engineering,All India,Open,53551,78581
Round 3,Cooch Behar Government Engineering College,Civil Engineering,Home State,OBC - B,22468,24095
Round 3,Budge Budge Institute of Technology,Civil Engineering,All India,Open,28214,76566
Round 3,Hooghly Engineering & Technology College,Civil Engineering,All India,Open,813443,813443
Round 3,Cooch Behar Government Engineering College,Civil Engineering,Home State,Open,8210,20225
Round 3,Haldia Institute of Technology,Civil Engineering,All India,Open,431486,1362821
Round 3,Jalpaiguri Goverment Engineering College,Civil Engineering,Home State,Open,3975,5321
Round 3,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,OBC - A,49018,64069
Round 3,Abacus Institute of Engineering & Management,Civil Engineering,All India,Open,29534,109244
Round 3,Sister Nivedita University,COMPUTER SCIENCE AND APPLIED MATHEMATICS,All India,Open,699649,699649
Round 3,Jadavpur University,Metallurgical Engineering,Home State,Open (PwD),64924,64924
Round 3,Jadavpur University,Metallurgical Engineering,Home State,SC,8912,10261
Round 3,Jadavpur University,Metallurgical Engineering,Home State,EWS,2738,2738
Round 3,Jadavpur University,Metallurgical Engineering,Home State,Open,1451,1620
Round 3,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,All India,Open,6783,24055
Round 3,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,Home State,EWS,78068,78068
Round 3,Sister Nivedita University,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,All India,Open,109531,109531
Round 3,University Of Calcutta,Jute & Fibre Technology,Home State,Tuition Fee Waiver,7421,9590
Round 3,Jadavpur University,Architectural Engineering,Home State,SC,25753,31283
Round 3,Jadavpur University,Architectural Engineering,Home State,Open,3992,7734
Round 3,Jadavpur University,Architectural Engineering,Home State,OBC - A,24492,86815
Round 3,Jadavpur University,Architectural Engineering,Home State,OBC - B,11224,40642
Round 3,Govt. College of Engineering & Textile Technology,Apparel & Production Management,Home State,Tuition Fee Waiver,21480,23020
Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,Home State,OBC - B,4562,4562
Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,Home State,EWS,9123,9123
Round 3,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,OBC - A,6087,11233
Round 3,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,SC,8922,9954
Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,Home State,SC,8432,13390
Round 3,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,Open,1815,5283
Round 3,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,OBC - B,5499,7429
Round 3,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,Open (PwD),67847,67847
Round 3,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,ST,36377,48028
Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,Home State,OBC - A,12220,12220
Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,Home State,Open,1585,3904
Round 3,Ghani Khan Choudhury Institute of Engineering & Technology,Civil And Environmental Engineering,Home State,OBC - A,56111,62774
Round 3,Haldia Institute of Technology,Information Technology,Home State,EWS,14657,19194
Round 3,Mckv Institute of Engineering,Information Technology,All India,Open,856427,856427
Round 3,Rcc Institute of Information Technology,Information Technology,Home State,Open (PwD),107831,107831
Round 3,Maulana Abul Kalam Azad University of Technology,Information Technology,Home State,OBC - B,8558,8571
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Information Technology,Home State,EWS,34505,34652
Round 3,Jalpaiguri Goverment Engineering College,Information Technology,Home State,OBC - B,3794,3868
Round 3,Kalyani Goverment Engineering College,Information Technology,Home State,EWS,3878,3878
Round 3,Dr. B. C. Roy Engineering College,Information Technology,All India,Open,65319,103456
Round 3,Heritage Institute of Technology,Information Technology,Home State,ST,93048,93048
Round 3,Jis College of Engineering,Information Technology,All India,Open,54702,104852
Round 3,Meghnad Saha Institute of Technology,Information Technology,All India,Open,292335,292335
Round 3,Maulana Abul Kalam Azad University of Technology,Information Technology,Home State,EWS,16382,16382
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Information Technology,Home State,OBC - B,12462,13206
Round 3,Kaji Nazrul University,Mining Engineering,Home State,OBC - A,64464,79784
Round 3,Kaji Nazrul University,Mining Engineering,All India,Open,21176,27878
Round 3,Kaji Nazrul University,Mining Engineering,Home State,SC,46611,49831
Round 3,Kaji Nazrul University,Mining Engineering,Home State,OBC - B,28885,30092
Round 3,Haldia Institute of Technology,Food Technology,Home State,Tuition Fee Waiver,26224,26224
Round 3,Techno Main Salt Lake,Food Technology,Home State,Tuition Fee Waiver,28030,28030
Round 3,Swami Vivekananda Institute of Science & Technology,Artificial Intelligence And Data Science,All India,Open,80269,80269
Round 3,St. Thomas College of Engineering & Technology,Artificial Intelligence And Machine Learning,All India,Open,290651,387628
Round 3,Ideal Institute of Engineering,Artificial Intelligence And Machine Learning,All India,Open,1096486,1096486
Round 3,St. Thomas College of Engineering & Technology,Artificial Intelligence And Machine Learning,All India,Open,26759,104216
Round 3,Meghnad Saha Institute of Technology,Computer Science & Engineering (Data Science),All India,Open,108990,108990
Round 3,Kaji Nazrul University,Computer Science & Engineering (Data Science),Home State,OBC - B,17999,19950
Round 3,Kaji Nazrul University,Computer Science & Engineering (Data Science),Home State,SC,27979,29824
Round 3,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Data Science),All India,Open,38056,88248
Round 3,Heritage Institute of Technology,Computer Science & Engineering (Data Science),All India,Open,74731,74731
Round 3,Netaji Subhas Engineering College,Computer Science & Engineering (Data Science),All India,Open,238630,251400
Round 3,Mckv Institute of Engineering,Computer Science & Engineering (Data Science),All India,Open,23298,104111
Round 3,Future Institute of Engineering & Management,Computer Science & Engineering (Data Science),All India,Open,544262,544262
Round 3,Meghnad Saha Institute of Technology,Computer Science & Engineering (Data Science),All India,Open,640811,876203
Round 3,Techno Main Salt Lake,Computer Science & Engineering (Data Science),All India,Open,5571,12917
Round 3,Kaji Nazrul University,Computer Science & Engineering (Data Science),All India,Open,9779,13709
Round 3,Kaji Nazrul University,Computer Science & Engineering (Data Science),Home State,OBC - A,38926,51173
Round 3,Jadavpur University,PRINTING ENGINEERING,All India,Open,1437,1449
Round 3,Jadavpur University,PRINTING ENGINEERING,Home State,OBC - A,14997,15272
Round 3,Jadavpur University,PRINTING ENGINEERING,Home State,OBC - B,3824,3883
Round 3,Jadavpur University,PRINTING ENGINEERING,Home State,Open,1554,2623
Round 3,Jadavpur University,PRINTING ENGINEERING,Home State,EWS,5535,5535
Round 3,Jadavpur University,PRINTING ENGINEERING,Home State,SC,11814,12662
Round 3,Guru Nanak Institute of Technology,Electronics & Communication Engineering,All India,Open,21709,86264
Round 3,Hooghly Engineering & Technology College,Electronics & Communication Engineering,All India,Open,1399299,1399299
Round 3,Jis College of Engineering,Electronics & Communication Engineering,All India,Open,551991,551991
